Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901CW12185,13-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.51601,Daylight,Westminster,None,-0.141099,1,2,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
200901CW12186,13-10-2021,Tuesday,Auto traffic signal,Crossroads,Serious,51.518945,Darkness - lights lit,Westminster,None,-0.144727,1,2,Metropolitan Police,Dry,Dual carriageway,30,23:00,Urban,Fine no high winds,Car
200901CW12187,20-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.533329,Darkness - lights lit,Westminster,None,-0.178891,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:50,Urban,Fine no high winds,Car
200901CW12188,20-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.533976,Daylight,Westminster,None,-0.162716,1,2,Metropolitan Police,Dry,Single carriageway,30,16:31,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CW12190,20-10-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.541869,Daylight,Camden,None,-0.138603,3,1,Metropolitan Police,Dry,Single carriageway,30,19:25,Urban,Fine no high winds,Car
200901CW12191,20-10-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.516613,Daylight,Camden,None,-0.128102,1,1,Metropolitan Police,Dry,Single carriageway,30,14:35,Urban,Fine no high winds,Car
200901CW12193,17-09-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.507363,Daylight,Westminster,None,-0.128914,1,2,Metropolitan Police,Dry,Single carriageway,30,08:00,Urban,Fine no high winds,Car
200901CW12194,17-10-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.519799,Darkness - lights lit,Westminster,None,-0.158963,1,2,Metropolitan Police,Dry,Single carriageway,30,00:50,Urban,Fine no high winds,Car
200901CW12195,13-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.523818,Darkness - lights lit,Westminster,None,-0.197723,1,2,Metropolitan Police,Dry,Single carriageway,30,19:45,Urban,Fine no high winds,Car
200901CW12196,13-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.499157,Daylight,Westminster,None,-0.138759,1,1,Metropolitan Police,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12197,13-10-2021,Tuesday,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.519977,Darkness - lights lit,Westminster,None,-0.170343,2,1,Metropolitan Police,Dry,Dual carriageway,30,18:46,Urban,Fine no high winds,Car
200901CW12198,21-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.509795,Daylight,Kensington and Chelsea,None,-0.192224,1,2,Metropolitan Police,Dry,Single carriageway,30,17:25,Urban,Fine no high winds,Car
200901CW12199,21-10-2021,Wednesday,Auto traffic signal,Crossroads,Serious,51.510059,Daylight,Westminster,None,-0.134424,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,16:45,Urban,Fine no high winds,Car
200901CW12200,21-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.498269,Darkness - lights lit,Westminster,None,-0.150898,1,2,Metropolitan Police,Dry,Single carriageway,30,19:30,Urban,Fine no high winds,Car
200901CW12201,21-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.515441,Daylight,Westminster,None,-0.139249,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,13:09,Urban,Raining no high winds,Car
200901CW12202,21-10-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.496522,Darkness - lights lit,Westminster,None,-0.142757,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,07:20,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CW12205,13-10-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.525987,Daylight,Camden,None,-0.123826,1,2,Metropolitan Police,Dry,Single carriageway,30,09:01,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CW12206,24-10-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.505112,Darkness - lights lit,Westminster,None,-0.145721,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,07:14,Urban,Fine no high winds,Car
200901CW12207,24-10-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.554849,Darkness - lights lit,Camden,None,-0.192313,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,00:23,Urban,Fine no high winds,Car
200901CW12208,24-10-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.548735,Darkness - lights lit,Islington,None,-0.129236,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,02:25,Urban,Raining no high winds,Car
200901CW12211,24-10-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.551053,Daylight,Brent,None,-0.208619,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,09:30,Urban,Raining no high winds,Car
200901CW12212,24-10-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.520176,Daylight,Westminster,None,-0.142947,1,1,Metropolitan Police,Dry,Single carriageway,20,15:46,Urban,Fine no high winds,Car
200901CW12213,25-10-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.510841,Daylight,Westminster,None,-0.144048,1,1,Metropolitan Police,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,Car
200901CW12214,25-10-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.526811,Daylight,Camden,None,-0.130423,1,2,Metropolitan Police,Dry,Single carriageway,30,16:20,Urban,Fine no high winds,Motorcycle 125cc and under
200901CW12215,25-10-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.541255,Daylight,Camden,None,-0.145262,1,1,Metropolitan Police,Dry,Single carriageway,30,16:10,Urban,Fine no high winds,Car
200901CW12216,25-10-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.51217,Darkness - lights lit,Westminster,None,-0.131455,1,1,Metropolitan Police,Dry,Single carriageway,30,20:20,Urban,Fine no high winds,Car
200901CW12217,21-10-2021,Wednesday,Auto traffic signal,Crossroads,Serious,51.525344,Darkness - lights lit,Westminster,None,-0.197518,1,2,Metropolitan Police,Dry,Single carriageway,30,21:35,Urban,Fine no high winds,Car
200901CW12218,23-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.524872,Daylight,Camden,None,-0.144198,1,2,Metropolitan Police,Dry,Single carriageway,30,07:30,Urban,Fine no high winds,Car
200901CW12220,16-10-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.520288,Daylight,Westminster,None,-0.155772,1,1,Metropolitan Police,Dry,Single carriageway,30,15:17,Urban,Fine no high winds,Car
200901CW12221,15-10-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.53145,Darkness - lights lit,Westminster,None,-0.18531,1,4,Metropolitan Police,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,Car
200901CW12222,14-10-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.505473,Daylight,Westminster,None,-0.186054,1,1,Metropolitan Police,Dry,Single carriageway,30,12:46,Urban,Fine no high winds,Car
200901CW12223,20-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.506186,Daylight,Westminster,None,-0.122766,1,1,Metropolitan Police,Dry,Dual carriageway,30,13:00,Urban,Fine no high winds,Car
200901CW12224,13-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.505444,Daylight,Westminster,None,-0.126975,2,1,Metropolitan Police,Dry,Dual carriageway,30,08:40,Urban,Fine no high winds,Car
200901CW12225,08-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.525771,Daylight,Westminster,None,-0.178616,1,2,Metropolitan Police,Dry,Single carriageway,30,11:48,Urban,Fine no high winds,Car
200901CW12226,26-10-2021,Monday,Auto traffic signal,Crossroads,Slight,51.516337,Daylight,Westminster,None,-0.161841,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,10:50,Urban,Fine no high winds,Car
200901CW12228,26-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.517923,Darkness - lights lit,Westminster,None,-0.17129,1,2,Metropolitan Police,Dry,Single carriageway,30,20:12,Urban,Fine no high winds,Car
200901CW12229,26-10-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.530556,Daylight,Camden,None,-0.122773,1,2,Metropolitan Police,Dry,Dual carriageway,30,15:15,Urban,Fine no high winds,Car
200901CW12230,16-10-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.507783,Daylight,Westminster,None,-0.127023,1,2,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,Taxi/Private hire car
200901CW12231,20-10-2021,Tuesday,Give way or uncontrolled,Crossroads,Slight,51.531397,Daylight,Camden,None,-0.13038,1,2,Metropolitan Police,Dry,Single carriageway,30,08:30,Urban,Fine no high winds,Car
200901CW12233,21-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.519117,Daylight,Camden,None,-0.132901,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,09:10,Urban,Raining no high winds,Car
200901CW12234,27-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.498175,Daylight,Westminster,None,-0.150614,1,2,Metropolitan Police,Dry,Single carriageway,30,11:03,Urban,Fine no high winds,Car
200901CW12235,25-10-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.495888,Daylight,Westminster,None,-0.125494,1,2,Metropolitan Police,Dry,Single carriageway,30,12:10,Urban,Fine no high winds,Car
200901CW12236,26-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.501876,Daylight,Westminster,None,-0.151472,1,2,Metropolitan Police,Dry,Single carriageway,30,07:45,Urban,Fine no high winds,Car
200901CW12238,08-10-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.5159,Daylight,Westminster,None,-0.151193,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,07:15,Urban,Fine no high winds,Car
200901CW12239,27-10-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.51382,Daylight,Westminster,None,-0.156177,1,1,Metropolitan Police,Dry,One way street,30,16:45,Urban,Fine no high winds,Car
200901CW12240,26-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.518505,Darkness - lights lit,Westminster,Other object on road,-0.16824,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,22:15,Urban,Fine no high winds,Car
200901CW12241,26-10-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.546738,Darkness - lights lit,Brent,None,-0.2747,1,1,Metropolitan Police,Dry,Single carriageway,30,19:40,Urban,Fine no high winds,Car
200901CW12242,27-10-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.520461,Darkness - no lighting,Camden,None,-0.115692,1,1,Metropolitan Police,Dry,Single carriageway,30,20:41,Urban,Fine no high winds,Car
200901CW12243,27-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.507581,Darkness - lights lit,Westminster,None,-0.142595,1,2,Metropolitan Police,Dry,Single carriageway,30,23:25,Urban,Fine no high winds,Car
200901CW12245,27-10-2021,Tuesday,Auto traffic signal,Crossroads,Slight,51.511649,Darkness - lights lit,Westminster,None,-0.13263,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,19:18,Urban,Raining no high winds,Car
200901CW12248,26-10-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.501514,Daylight,Westminster,None,-0.151343,1,1,Metropolitan Police,Dry,Single carriageway,30,08:05,Urban,Fine no high winds,Car
200901CW12249,25-10-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.510912,Daylight,Westminster,None,-0.120266,1,2,Metropolitan Police,Dry,Dual carriageway,30,14:36,Urban,Fine no high winds,Car
200901CW12250,24-10-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.520075,Darkness - lights lit,Westminster,None,-0.182447,1,1,Metropolitan Police,Wet or damp,Dual carriageway,30,04:57,Urban,Raining no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW12251,24-10-2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.525228,Daylight,Camden,None,-0.138273,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car
200901CW12252,23-10-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.51388,Darkness - lights lit,Westminster,None,-0.131529,1,1,Metropolitan Police,Dry,Single carriageway,30,22:45,Urban,Fine no high winds,Motorcycle 50cc and under
200901CW12253,25-09-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.523042,Daylight,Westminster,None,-0.147876,1,1,Metropolitan Police,Dry,Single carriageway,30,12:10,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CW12255,20-10-2021,Tuesday,Give way or uncontrolled,More than 4 arms (not roundabout),Slight,51.507158,Darkness - lights lit,Westminster,None,-0.127337,1,2,Metropolitan Police,Dry,Single carriageway,30,18:25,Urban,Fine no high winds,Car
200901CW12256,24-10-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.513003,Darkness - lights lit,Westminster,None,-0.161399,1,2,Metropolitan Police,Dry,One way street,30,22:00,Urban,Fine no high winds,Car
200901CW12257,29-10-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.519977,Daylight,Westminster,None,-0.170343,1,2,Metropolitan Police,Dry,Dual carriageway,30,15:32,Urban,Fine no high winds,Car
200901CW12258,29-10-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.530641,Darkness - lights lit,Camden,None,-0.122481,1,2,Metropolitan Police,Dry,Dual carriageway,30,17:11,Urban,Fine no high winds,Car
200901CW12259,28-10-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.520433,Daylight,Westminster,None,-0.147838,1,2,Metropolitan Police,Dry,Single carriageway,30,14:14,Urban,Fine no high winds,Car
200901CW12260,29-10-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.499176,Darkness - lights lit,Westminster,None,-0.174346,1,2,Metropolitan Police,Dry,Single carriageway,30,20:00,Urban,Fine no high winds,Car
200901CW12261,27-10-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.533381,Daylight,Westminster,None,-0.170671,1,1,Metropolitan Police,Dry,Single carriageway,30,16:25,Urban,Fine no high winds,Car
200901CW12262,18-09-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.511257,Darkness - lights lit,Westminster,None,-0.113766,1,2,Metropolitan Police,Dry,Single carriageway,30,01:30,Urban,Fine no high winds,Car
200901CW12263,26-10-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.503551,Daylight,Westminster,None,-0.149387,1,1,Metropolitan Police,Dry,Dual carriageway,30,07:45,Urban,Fine no high winds,Car
200901CW12264,26-08-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.49258,Darkness - lights lit,Westminster,None,-0.138019,1,2,Metropolitan Police,Dry,Single carriageway,30,18:05,Urban,Fine no high winds,Car
200901CW12265,16-10-2021,Friday,Auto traffic signal,Crossroads,Serious,51.515305,Daylight,Westminster,None,-0.141993,1,1,Metropolitan Police,Dry,Dual carriageway,30,11:30,Urban,Fine no high winds,Car
200901CW12266,27-09-2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.551539,Daylight,Camden,None,-0.176,1,2,Metropolitan Police,Dry,Single carriageway,30,15:20,Urban,Fine no high winds,Car
200901CW12268,31-10-2021,Saturday,Give way or uncontrolled,Crossroads,Slight,51.51611,Daylight,Westminster,None,-0.181884,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,07:08,Urban,Raining no high winds,Car
200901CW12269,31-10-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.503182,Daylight,Westminster,None,-0.137443,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,12:25,Urban,Fine no high winds,Car
200901CW12270,31-10-2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.542084,Daylight,Camden,None,-0.198443,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,11:04,Urban,Fine no high winds,Car
200901CW12271,31-10-2021,Saturday,Auto traffic signal,T or staggered junction,Serious,51.529683,Daylight,Camden,None,-0.124394,2,1,Metropolitan Police,Wet or damp,Dual carriageway,30,08:25,Urban,Raining no high winds,Motorcycle over 125cc and up to 500cc
200901CW12272,31-10-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.515774,Daylight,Camden,None,-0.126263,1,2,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,Car
200901CW12274,30-10-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.497664,Darkness - lights lit,Westminster,None,-0.129743,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,22:55,Urban,Fine no high winds,Car
200901CW12275,01-11-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.515125,Darkness - lights lit,Westminster,None,-0.142,1,3,Metropolitan Police,Dry,Single carriageway,30,00:50,Urban,Fine no high winds,Car
200901CW12276,01-11-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.517465,Darkness - lights lit,Westminster,None,-0.182263,5,2,Metropolitan Police,Dry,Single carriageway,30,03:10,Urban,Fine no high winds,Car
200901CW12278,01-01-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.514015,Daylight,Westminster,None,-0.151413,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,09:01,Urban,Raining no high winds,Car
200901CW12279,01-11-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.552074,Daylight,Camden,None,-0.193144,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,10:53,Urban,Raining no high winds,Car
200901CW12280,01-11-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.521406,Daylight,Camden,None,-0.124158,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,14:18,Urban,Raining + high winds,Car
200901CW12281,31-10-2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.537318,Darkness - lights lit,Camden,None,-0.192575,1,1,Metropolitan Police,Dry,Single carriageway,30,23:30,Urban,Fine no high winds,Car
200901CW12282,29-10-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.492823,Daylight,Westminster,None,-0.147661,1,2,Metropolitan Police,Dry,Dual carriageway,30,07:30,Urban,Fine no high winds,Car
200901CW12284,30-10-2021,Friday,Auto traffic signal,Crossroads,Slight,51.48867,Darkness - lights lit,Westminster,None,-0.129679,1,2,Metropolitan Police,Dry,Dual carriageway,30,16:58,Urban,Fine no high winds,Car
200901CW12285,30-10-2021,Friday,Auto traffic signal,T or staggered junction,Slight,51.546418,Daylight,Camden,None,-0.141879,1,2,Metropolitan Police,Dry,Single carriageway,30,17:25,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901CW12286,30-10-2021,Friday,Auto traffic signal,Crossroads,Slight,51.513214,Darkness - lights lit,Westminster,None,-0.129251,2,1,Metropolitan Police,Dry,Single carriageway,30,17:29,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
200901CW12287,30-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.559403,Darkness - lights lit,Camden,None,-0.178571,1,2,Metropolitan Police,Dry,Single carriageway,30,20:15,Urban,Fine no high winds,Car
200901CW12288,31-10-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.515836,Darkness - lights lit,Westminster,None,-0.164311,1,2,Metropolitan Police,Dry,Single carriageway,30,05:00,Urban,Fine no high winds,Car
200901CW12289,30-10-2021,Friday,Auto traffic signal,Crossroads,Slight,51.511736,Daylight,Westminster,None,-0.132482,1,1,Metropolitan Police,Dry,Single carriageway,30,10:45,Urban,Fine no high winds,Car
200901CW12290,28-10-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.512679,Darkness - lights lit,Westminster,None,-0.118319,1,1,Metropolitan Police,Dry,Dual carriageway,30,17:23,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CW12291,05-09-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.501024,Darkness - lights lit,Westminster,None,-0.126148,1,2,Metropolitan Police,Dry,Single carriageway,30,00:09,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12292,28-10-2021,Wednesday,Auto traffic signal,Crossroads,Slight,51.497489,Daylight,Westminster,None,-0.135658,1,1,Metropolitan Police,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12293,16-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.514404,Daylight,Westminster,None,-0.141885,1,1,Metropolitan Police,Dry,Dual carriageway,30,09:47,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12294,24-10-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.489415,Daylight,Westminster,None,-0.131233,1,2,Metropolitan Police,Dry,Dual carriageway,30,13:10,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CW12295,02-11-2021,Monday,Auto traffic signal,Crossroads,Slight,51.500939,Daylight,Westminster,None,-0.12644,1,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Other,Car
200901CW12296,02-11-2021,Monday,Auto traffic signal,Crossroads,Slight,51.515929,Daylight,Westminster,None,-0.187657,1,2,Metropolitan Police,Dry,Single carriageway,30,13:27,Urban,Fine no high winds,Car
200901CW12297,02-11-2021,Monday,Give way or uncontrolled,Crossroads,Slight,51.515007,Daylight,Westminster,None,-0.180343,1,1,Metropolitan Police,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Car
200901CW12298,02-11-2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.507146,Daylight,Westminster,None,-0.132237,1,2,Metropolitan Police,Dry,Single carriageway,30,13:30,Urban,Fine no high winds,Car
200901CW12299,16-10-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.542802,Daylight,Camden,None,-0.175052,1,1,Metropolitan Police,Dry,Single carriageway,30,09:07,Urban,Fine no high winds,Car
200901CW12300,16-10-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.520393,Daylight,Westminster,None,-0.191371,1,2,Metropolitan Police,Dry,Single carriageway,30,10:00,Urban,Fine no high winds,Car
200901CW12301,17-10-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.530123,Daylight,Camden,None,-0.1238,1,1,Metropolitan Police,Dry,Dual carriageway,30,11:20,Urban,Fine no high winds,Car
200901CW12302,31-10-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.537749,Darkness - lights lit,Camden,None,-0.168188,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,01:20,Urban,Raining no high winds,Car
200901CW12303,22-10-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.588954,Daylight,Barnet,None,-0.253179,1,1,Metropolitan Police,Dry,Single carriageway,30,18:23,Urban,Fine no high winds,Car
200901CW12305,03-11-2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.530096,Darkness - lights lit,Westminster,None,-0.16763,1,2,Metropolitan Police,Wet or damp,Roundabout,30,06:25,Urban,Raining no high winds,Car
200901CW12306,03-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.549978,Darkness - lights lit,Camden,None,-0.150965,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,19:40,Urban,Fine no high winds,Car
200901CW12307,30-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.529373,Daylight,Camden,None,-0.138825,1,2,Metropolitan Police,Dry,Single carriageway,30,15:30,Urban,Fine no high winds,Car
200901CW12308,03-11-2021,Tuesday,Give way or uncontrolled,Slip road,Slight,51.520298,Darkness - lights lit,Westminster,None,-0.16788,1,3,Metropolitan Police,Dry,Dual carriageway,30,19:45,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12310,03-11-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.547368,Daylight,Camden,None,-0.191167,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,13:53,Urban,Fine no high winds,Car
200901CW12311,03-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,51.540233,Daylight,Camden,None,-0.14314,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,12:15,Urban,Raining no high winds,Car
200901CW12312,03-11-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.485594,Daylight,Westminster,None,-0.145505,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,09:00,Urban,Raining no high winds,Car
200901CW12313,03-11-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.518023,Daylight,Camden,None,-0.131936,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,10:10,Urban,Raining no high winds,Car
200901CW12315,03-11-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.511006,Daylight,Westminster,None,-0.131791,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,12:55,Urban,Fine no high winds,Car
200901CW12316,31-10-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.51787,Darkness - lights lit,Westminster,None,-0.167833,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,04:10,Urban,Fine no high winds,Car
200901CW12317,01-11-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.533375,Darkness - lights lit,Westminster,None,-0.187685,1,2,Metropolitan Police,Dry,Single carriageway,30,02:07,Urban,Fine no high winds,Car
200901CW12318,26-09-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.514974,Daylight,Camden,None,-0.126872,1,2,Metropolitan Police,Dry,Single carriageway,30,06:55,Urban,Fine no high winds,Car
200901CW12319,29-10-2021,Thursday,Give way or uncontrolled,T or staggered junction,Serious,51.55216,Darkness - lights lit,Camden,None,-0.141068,1,2,Metropolitan Police,Dry,Single carriageway,30,06:30,Urban,Fine no high winds,Car
200901CW12320,04-11-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.518023,Daylight,Camden,None,-0.120694,1,2,Metropolitan Police,Dry,Single carriageway,30,09:24,Urban,Fine no high winds,Car
200901CW12321,04-11-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.547023,Daylight,Brent,None,-0.203873,2,1,Metropolitan Police,Dry,Single carriageway,30,08:35,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW12322,04-11-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.522552,Daylight,Westminster,None,-0.173988,1,2,Metropolitan Police,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,Car
200901CW12323,05-11-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.510211,Darkness - lights lit,Westminster,None,-0.132688,1,1,Metropolitan Police,Dry,Single carriageway,30,05:30,Urban,Fine no high winds,Motorcycle 50cc and under
200901CW12324,04-11-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,51.554757,Daylight,Camden,None,-0.192172,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,15:30,Urban,Fine no high winds,Car
200901CW12325,30-10-2021,Friday,Give way or uncontrolled,T or staggered junction,Slight,51.509405,Darkness - lights lit,Westminster,None,-0.127245,1,2,Metropolitan Police,Dry,Single carriageway,30,19:40,Urban,Fine no high winds,Motorcycle over 500cc
200901CW12326,05-11-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.521076,Darkness - lights lit,Camden,None,-0.114802,1,2,Metropolitan Police,Dry,Single carriageway,30,16:18,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
